ID,City Name,Country,Date,Lat,Lng,Max Temp,Humidity,Wind Speed,Cloud
3455082,Paramirim,BR,1591217012,-13.44,-42.24,23.28,78,2.27,3
7671223,Kloulklubed,PW,1591217012,7.04,134.26,25.0,94,3.1,75
3691324,Tocache,PE,1591217013,-8.18,-76.51,29.0,57,0.35,7
292672,Sharjah city,AE,1591217013,25.36,55.4,34.0,41,1.5,0
3573374,The Valley,AI,1591216826,18.22,-63.06,31.0,58,6.2,40
1806840,Huilong,CN,1591217013,31.81,121.66,23.33,92,0.87,100
2019488,Namtsy,RU,1591217014,62.72,129.67,8.0,70,1.0,0
3430988,Luján,AR,1591217014,-34.57,-59.1,15.56,58,0.89,100
964712,Plettenberg Bay,ZA,1591217014,-34.05,23.37,15.22,83,1.69,100
1161724,Chabahar,IR,1591217014,25.29,60.64,29.76,79,3.75,0
6355222,Yulara,AU,1591217014,-25.24,130.99,6.0,75,2.6,0
6078372,Moose Factory,CA,1591217015,51.26,-80.61,13.0,62,4.6,90
3345439,Telford,GB,1591216811,52.68,-2.45,11.0,81,4.1,89
2986795,Plérin,FR,1591217015,48.54,-2.78,15.0,71,4.6,90
212730,Kisangani,CD,1591217015,0.52,25.2,22.06,96,0.87,100
3837213,San Juan,AR,1591216798,-31.54,-68.54,7.55,71,9.39,100
2121385,Severo-Kuril'sk,RU,1591217016,50.68,156.12,8.51,80,6.06,100
2409914,Bonthe,SL,1591217016,7.53,-12.51,26.93,85,2.46,96
485660,Tsimmerbude,RU,1591217016,54.67,20.13,9.0,93,3.0,0
2439155,Tanout,NE,1591217017,14.97,8.89,34.88,26,5.08,93
1510689,Baykit,RU,1591217017,61.67,96.37,9.94,79,1.13,100
2171465,Clarence Town,AU,1591217017,-32.58,151.78,11.11,71,4.1,90
2122574,Ola,RU,1591217017,59.58,151.28,7.53,72,0.77,0
3947322,Arequipa,PE,1591216826,-16.4,-71.53,16.0,38,4.6,48
3674676,Mitú,CO,1591217018,1.2,-70.17,28.98,70,1.02,54
1267433,Kattivākkam,IN,1591217018,13.22,80.32,31.0,70,3.1,99
350203,Rosetta,EG,1591217018,31.4,30.42,19.48,77,3.08,0
3141667,Roald,NO,1591217019,62.58,6.13,11.67,87,6.7,100
2137773,Vao,NC,1591217019,-22.67,167.48,22.64,88,7.09,90
4956335,Yarmouth,US,1591217019,41.71,-70.23,20.0,77,3.1,75
2178753,Kirakira,SB,1591217019,-10.45,161.92,28.06,74,2.05,97
1496380,Odesskoye,RU,1591217019,54.21,72.97,7.84,66,1.1,0
2035707,Mujiayingzi,CN,1591217020,42.12,118.78,11.68,58,4.7,0
2194098,Ahipara,NZ,1591217020,-35.17,173.17,16.62,83,6.25,19
2071860,Esperance,AU,1591217020,-33.87,121.9,11.0,81,6.7,9
2155562,Nelson Bay,AU,1591217020,-32.72,152.15,11.11,71,4.1,90
219414,Basoko,CD,1591217021,1.24,23.62,22.25,94,1.21,99
2181997,Takaka,NZ,1591217021,-40.85,172.8,14.44,89,2.68,79
1623197,Tual,ID,1591217021,-5.67,132.75,27.13,77,9.59,100
2381334,Atar,MR,1591217022,20.52,-13.05,34.54,21,1.98,98
792680,Belgrade,RS,1591216799,44.8,20.47,14.0,87,2.6,82
686896,Zolochiv,UA,1591217022,49.81,24.89,8.0,93,2.0,0
1056899,Sambava,MG,1591217022,-14.27,50.17,23.75,82,6.7,90
6324729,Halifax,CA,1591216857,44.65,-63.57,8.89,100,3.1,90
3115739,Narón,ES,1591217023,43.52,-8.15,17.22,87,1.5,4
376332,Doka,SD,1591217023,13.52,35.77,28.11,44,4.59,15
3932145,Pisco,PE,1591216892,-13.7,-76.22,22.0,68,5.1,75
175961,Mpulungu,ZM,1591217023,-8.76,31.11,22.71,56,3.28,77
3446550,Tibagi,BR,1591217024,-24.51,-50.41,16.12,92,0.93,34
2036892,Hohhot,CN,1591217024,40.81,111.65,14.0,35,3.0,0
5044290,Saint Anthony,US,1591217024,45.02,-93.22,28.89,30,1.5,1
4021858,Guerrero Negro,MX,1591216905,27.98,-114.06,27.19,39,6.79,0
3625710,Upata,VE,1591217025,8.01,-62.4,32.78,51,1.79,77
3470709,Barra do Garças,BR,1591217025,-15.89,-52.26,23.38,56,0.88,5
552465,Kargopol',RU,1591217025,61.51,38.95,9.56,78,1.79,88
2025256,Chumikan,RU,1591217025,54.72,135.31,2.14,96,4.33,100
3455580,Padre Bernardo,BR,1591217026,-15.35,-48.5,23.64,63,1.3,12
2409751,Koindu,GN,1591217026,8.44,-10.33,22.8,93,1.42,60
1273856,Colgong,IN,1591217026,25.27,87.22,31.32,38,1.94,100
1484943,Zverinogolovskoye,RU,1591217027,54.46,64.85,9.56,76,2.38,0
1055059,Tsaratanana,MG,1591217027,-16.78,47.65,19.6,68,6.16,30
5972762,Hay River,CA,1591216926,60.82,-115.8,7.0,56,5.7,40
2021343,Kultuk,RU,1591217027,51.72,103.7,10.52,83,0.99,100
2120400,Tungor,RU,1591217028,53.38,142.96,3.4,96,4.41,100
4845585,Westport,US,1591216991,41.14,-73.36,24.0,69,5.7,75
1606017,Suwannaphum,TH,1591217028,15.6,103.8,27.22,87,2.48,87
1254177,Trimbak,IN,1591217028,19.93,73.55,17.63,98,4.23,100
1254832,Tawang Town,IN,1591217029,27.58,91.87,10.84,77,0.82,100
1116760,Don Sak,TH,1591217029,9.32,99.69,26.82,79,3.53,100
3646382,Carupano,VE,1591217029,10.67,-63.26,28.31,68,6.72,45
2179103,Whitianga,NZ,1591217029,-36.83,175.7,16.11,93,1.79,19
2231506,Foumban,CM,1591217030,5.73,10.9,18.51,95,1.21,84
5935341,Dauphin,CA,1591217030,51.15,-100.05,28.0,23,9.3,1
1640972,Katobu,ID,1591217030,-4.94,122.53,23.39,91,2.1,72
528242,Mayskiy,RU,1591217031,47.69,40.1,14.0,87,3.0,0
964406,Port Shepstone,ZA,1591217031,-30.74,30.45,20.94,76,4.46,100
1518296,Tekeli,KZ,1591217031,44.83,78.82,15.99,39,3.43,0
1717550,Cayhagan,PH,1591217031,9.67,122.43,26.99,78,1.16,100
2136825,Isangel,VU,1591217032,-19.55,169.27,23.0,88,5.36,40
5336269,Chico,US,1591216784,39.73,-121.84,35.56,32,2.1,1
3401729,Coreaú,BR,1591217032,-3.53,-40.66,23.71,94,1.44,28
1263752,Māngrol,IN,1591217032,21.12,70.12,28.17,82,4.41,21
1634614,Nabire,ID,1591217033,-3.37,135.48,23.91,89,1.6,95
866062,Iskateley,RU,1591217033,67.68,53.15,12.3,59,2.91,1
3911925,La Paz,BO,1591216989,-16.5,-68.15,12.0,23,10.8,75
3673407,Padilla,CO,1591217034,3.22,-76.31,22.0,88,4.1,75
3356832,Henties Bay,NA,1591217034,-22.12,14.28,19.25,50,3.47,0
1591474,Bac Lieu,VN,1591217034,9.29,105.72,28.1,79,3.83,100
780643,Bjørnevatn,NO,1591217034,69.67,29.98,6.0,93,4.1,75
159134,Inyonga,TZ,1591217034,-6.72,32.07,18.28,66,1.6,1
1797333,Qufu,CN,1591217035,35.6,116.99,22.4,29,2.45,0
7117100,Vila,PT,1591217035,42.03,-8.16,17.22,93,2.1,90
